device_id,device_type,os,mac,hostname,owner_user_id,attached_switch_id,attached_interface,vlan
D010408,phone,iOS,b2:d8:22:13:18:1d,PHN-960321,U02448,SW007,Gi1/0/23,30
D010409,phone,iOS,1e:47:a0:59:e8:cb,PHN-276407,U06858,SW010,Gi1/0/33,20
D010410,phone,iOS,52:fe:65:e8:2d:53,PHN-440726,U03154,SW023,Gi1/0/34,40
D010411,phone,iOS,ce:d3:d8:af:75:a0,PHN-142074,U00855,SW037,Gi1/0/3,50
D010412,phone,iOS,f6:1a:94:44:ad:df,PHN-582961,U03043,SW039,Gi1/0/4,40
D010413,phone,iOS,1a:fb:88:eb:ca:5c,PHN-592481,U05626,SW073,Gi1/0/31,30
D010414,phone,iOS,aa:e9:39:86:09:a2,PHN-191308,U02159,SW069,Gi1/0/26,10
D010415,phone,iOS,76:e7:db:f8:ba:f4,PHN-998729,U01966,SW002,Gi1/0/3,50
D010416,phone,iOS,32:b1:78:f8:4d:60,PHN-621518,U03724,SW011,Gi1/0/47,50
D010417,phone,iOS,be:43:df:e5:8f:9b,PHN-441393,U08079,SW032,Gi1/0/47,40
D010418,phone,iOS,f2:45:ac:d9:06:d8,PHN-815244,U03567,SW037,Gi1/0/4,10
D010419,phone,iOS,5e:8e:44:ee:e6:12,PHN-497714,U02269,SW080,Gi1/0/1,30
D010420,phone,iOS,aa:73:68:3d:70:3b,PHN-752914,U06785,SW100,Gi1/0/5,50
D010421,phone,iOS,0e:d2:e6:28:f5:c1,PHN-796546,U05135,SW025,Gi1/0/32,60
D010422,phone,iOS,92:89:90:c3:1c:ac,PHN-840184,U09928,SW072,Gi1/0/46,30
D010423,phone,iOS,a2:01:0e:97:fb:45,PHN-638894,U05642,SW027,Gi1/0/20,60
D010424,phone,iOS,96:a6:3c:3b:7f:06,PHN-366443,U06595,SW100,Gi1/0/40,10
D010425,phone,iOS,5e:68:0d:0c:ae:72,PHN-343220,U00077,SW064,Gi1/0/11,10
D010426,phone,iOS,5a:43:a6:2a:3f:e6,PHN-988579,U06387,SW009,Gi1/0/1,50
D010427,phone,iOS,9a:10:08:81:2a:3d,PHN-592863,U04378,SW010,Gi1/0/24,60
D010428,phone,iOS,d2:55:eb:f0:57:aa,PHN-599210,U04503,SW040,Gi1/0/22,10
D010429,phone,iOS,72:82:c4:6d:73:5c,PHN-514178,U09874,SW043,Gi1/0/48,10
D010430,phone,iOS,c2:24:73:2d:87:83,PHN-609910,U07852,SW023,Gi1/0/15,60
D010431,phone,iOS,12:73:8e:b2:b9:17,PHN-114678,U01272,SW009,Gi1/0/21,60
D010432,phone,iOS,7a:e9:84:2f:37:5e,PHN-649632,U01647,SW096,Gi1/0/9,30
D010433,phone,iOS,62:39:a5:2b:ad:c7,PHN-196742,U01037,SW072,Gi1/0/20,10
D010434,phone,iOS,96:dd:50:74:62:5e,PHN-598227,U02181,SW093,Gi1/0/3,30
D010435,phone,iOS,a6:b3:64:28:f6:d9,PHN-644405,U01351,SW028,Gi1/0/17,50
D010436,phone,iOS,56:80:29:8d:4f:0f,PHN-951093,U07244,SW059,Gi1/0/12,20
D010437,phone,iOS,2e:13:ed:fd:dd:72,PHN-233948,U01296,SW065,Gi1/0/19,20
D010438,phone,iOS,92:c7:4d:86:93:70,PHN-889502,U08907,SW031,Gi1/0/32,30
D010439,phone,iOS,3e:0f:96:8b:f5:92,PHN-792139,U08294,SW066,Gi1/0/38,30
D010440,phone,iOS,06:66:83:58:08:78,PHN-788287,U03571,SW056,Gi1/0/15,50
D010441,phone,iOS,c6:ea:5d:ef:91:c1,PHN-542028,U03096,SW088,Gi1/0/42,30
D010442,phone,iOS,ea:b9:2b:ba:57:a9,PHN-857831,U03790,SW090,Gi1/0/15,40
D010443,phone,iOS,d2:9b:0c:fa:b7:00,PHN-177343,U09337,SW095,Gi1/0/4,30
D010444,phone,iOS,e2:29:79:b6:84:e8,PHN-537052,U02784,SW059,Gi1/0/13,40
D010445,phone,iOS,ce:59:01:2d:a3:2e,PHN-956552,U06302,SW007,Gi1/0/12,50
D010446,phone,iOS,6a:42:e9:d9:fa:a4,PHN-632619,U03205,SW080,Gi1/0/5,10
D010447,phone,iOS,06:48:f3:22:6d:f0,PHN-854503,U08710,SW041,Gi1/0/32,10
D010448,phone,iOS,92:77:5e:59:05:56,PHN-611519,U06783,SW073,Gi1/0/29,60
D010449,phone,iOS,06:bb:4b:02:63:90,PHN-675062,U06936,SW070,Gi1/0/15,10
D010450,phone,iOS,02:2f:3d:ee:d6:72,PHN-741217,U01598,SW010,Gi1/0/36,40
D010451,phone,iOS,56:da:94:15:32:df,PHN-770983,U02100,SW019,Gi1/0/11,60
D010452,phone,iOS,8e:f0:d3:d3:cd:6d,PHN-490803,U09451,SW079,Gi1/0/48,40
D010453,phone,iOS,fe:38:54:bf:0b:d5,PHN-698684,U03694,SW057,Gi1/0/17,10
D010454,phone,iOS,5a:34:f4:92:00:8f,PHN-406852,U00854,SW020,Gi1/0/11,20
D010455,phone,iOS,a6:9e:10:1d:64:5f,PHN-111621,U04635,SW088,Gi1/0/36,10
D010456,phone,iOS,fa:31:79:c7:26:af,PHN-192157,U08221,SW090,Gi1/0/8,10
D010457,phone,iOS,ce:81:ec:55:9d:e3,PHN-658609,U00234,SW021,Gi1/0/47,30
D010458,phone,iOS,8e:fb:86:c0:23:ff,PHN-631365,U04118,SW031,Gi1/0/34,30
D010459,phone,iOS,0a:e1:b8:21:a9:bd,PHN-320146,U07188,SW019,Gi1/0/10,40
D010460,phone,iOS,b6:a8:e5:68:65:c8,PHN-498271,U02823,SW059,Gi1/0/16,50
D010461,phone,iOS,5a:c8:ba:46:09:a7,PHN-953082,U00062,SW080,Gi1/0/47,40
D010462,phone,iOS,62:d7:ae:f7:ec:bc,PHN-832156,U00634,SW028,Gi1/0/25,40
D010463,phone,iOS,a2:98:1c:53:2e:b0,PHN-468147,U07598,SW004,Gi1/0/27,50
D010464,phone,iOS,62:17:b3:56:7a:71,PHN-590181,U01323,SW002,Gi1/0/35,20
D010465,phone,iOS,82:7c:de:5e:da:e1,PHN-734223,U05975,SW027,Gi1/0/13,30
D010466,phone,iOS,2a:87:49:51:a8:3a,PHN-743677,U07016,SW081,Gi1/0/21,40
D010467,phone,iOS,da:bd:d1:4f:2d:c9,PHN-233974,U07151,SW036,Gi1/0/21,50
D010468,phone,iOS,62:e5:eb:43:a3:d7,PHN-352326,U07952,SW075,Gi1/0/18,30
D010469,phone,iOS,12:7f:32:bc:13:86,PHN-525754,U04674,SW093,Gi1/0/16,40
D010470,phone,iOS,4e:5a:a6:26:5c:7f,PHN-912688,U01828,SW094,Gi1/0/22,20
D010471,phone,iOS,0a:f7:f9:4a:b2:96,PHN-193935,U02893,SW031,Gi1/0/38,20
D010472,phone,iOS,66:68:1c:a1:65:84,PHN-750996,U03109,SW059,Gi1/0/22,50
D010473,phone,iOS,e2:5e:cc:db:22:65,PHN-465863,U01209,SW076,Gi1/0/5,60
D010474,phone,iOS,c2:cb:af:cf:07:32,PHN-462051,U08763,SW019,Gi1/0/1,20
D010475,phone,iOS,b6:84:07:f2:bd:a7,PHN-604349,U09098,SW073,Gi1/0/2,60
D010476,phone,iOS,22:13:8e:e5:3f:0c,PHN-278128,U03920,SW017,Gi1/0/10,40
D010477,phone,iOS,66:a6:0d:da:ac:93,PHN-669247,U08500,SW059,Gi1/0/37,60
D010478,phone,iOS,8a:48:66:54:43:db,PHN-543340,U00035,SW039,Gi1/0/30,50
D010479,phone,iOS,e2:23:a5:11:cb:41,PHN-455929,U01512,SW038,Gi1/0/17,10
D010480,phone,iOS,3a:3e:d6:c4:41:d3,PHN-242986,U04899,SW034,Gi1/0/1,10
D010481,phone,iOS,ee:1e:fe:31:64:76,PHN-283388,U08876,SW049,Gi1/0/16,60
D010482,phone,iOS,ee:84:3c:96:a7:b8,PHN-693677,U00484,SW040,Gi1/0/14,50
D010483,phone,iOS,be:97:4d:59:00:e4,PHN-452487,U00308,SW025,Gi1/0/24,60
D010484,phone,iOS,b6:24:5e:2d:50:d5,PHN-110728,U05624,SW021,Gi1/0/22,10
D010485,phone,iOS,36:2e:38:9f:67:f8,PHN-886488,U07939,SW048,Gi1/0/9,10
D010486,phone,iOS,7e:e9:99:1c:84:b3,PHN-827791,U02988,SW100,Gi1/0/22,50
D010487,phone,iOS,f6:52:8f:be:fd:13,PHN-730556,U08388,SW069,Gi1/0/6,60
D010488,phone,iOS,3a:9f:0c:63:86:ab,PHN-707761,U07791,SW009,Gi1/0/3,20
D010489,phone,iOS,8a:2d:4b:6d:d7:97,PHN-688199,U05969,SW008,Gi1/0/45,60
D010490,phone,iOS,3e:ed:db:05:f1:d0,PHN-796814,U08855,SW078,Gi1/0/43,10
D010491,phone,iOS,f6:14:0d:3e:8b:65,PHN-933762,U05175,SW056,Gi1/0/48,20
D010492,phone,iOS,12:ee:9f:61:e7:3b,PHN-976292,U02435,SW059,Gi1/0/5,10
D010493,phone,iOS,fe:52:a9:b4:39:31,PHN-359718,U07477,SW037,Gi1/0/33,40
D010494,phone,iOS,be:eb:a9:63:40:6b,PHN-394386,U04090,SW057,Gi1/0/43,30
D010495,phone,iOS,f2:bd:58:2f:14:48,PHN-250239,U06553,SW061,Gi1/0/20,40
D010496,phone,iOS,e6:fe:09:77:32:cb,PHN-579428,U07254,SW064,Gi1/0/48,20
D010497,phone,iOS,a2:ea:0c:73:68:ab,PHN-472781,U03103,SW096,Gi1/0/47,40
D010498,phone,iOS,ba:fd:9a:70:c3:1d,PHN-669345,U04109,SW093,Gi1/0/9,30
D010499,phone,iOS,f2:02:f7:86:72:b5,PHN-657061,U03374,SW086,Gi1/0/42,20
D010500,phone,iOS,be:2e:55:79:56:2f,PHN-627241,U02272,SW072,Gi1/0/4,60
D010501,phone,iOS,fa:e2:12:59:c9:90,PHN-114229,U02711,SW072,Gi1/0/8,60
D010502,phone,iOS,fa:92:42:4d:ce:2b,PHN-670317,U00414,SW027,Gi1/0/6,10
D010503,phone,iOS,06:29:32:85:5a:2c,PHN-230808,U05590,SW090,Gi1/0/48,20
D010504,phone,iOS,3e:c7:42:8e:92:25,PHN-947786,U03365,SW027,Gi1/0/41,20
D010505,phone,iOS,5a:6e:9c:03:c9:3c,PHN-132982,U06333,SW012,Gi1/0/14,20
D010506,phone,iOS,36:bf:cc:f7:e7:67,PHN-535524,U03371,SW086,Gi1/0/47,10
D010507,phone,iOS,c6:5d:ad:30:27:2e,PHN-455213,U07501,SW041,Gi1/0/7,30
D010508,phone,iOS,d2:e0:14:d7:59:6d,PHN-875542,U04884,SW048,Gi1/0/29,40
D010509,phone,iOS,a2:fe:23:1e:62:e9,PHN-108506,U05938,SW065,Gi1/0/42,30
D010510,phone,iOS,12:4f:a9:3a:7a:93,PHN-668113,U01372,SW074,Gi1/0/46,40
D010511,phone,iOS,3e:fa:86:4a:1f:ba,PHN-841529,U05923,SW009,Gi1/0/11,10
D010512,phone,iOS,12:ef:fd:b7:9b:a0,PHN-804280,U06260,SW038,Gi1/0/37,60
D010513,phone,iOS,fa:22:54:12:c8:8c,PHN-362905,U06024,SW081,Gi1/0/33,40
D010514,phone,iOS,da:58:9b:a0:87:59,PHN-395138,U05367,SW078,Gi1/0/28,50
D010515,phone,iOS,06:a0:5c:25:98:33,PHN-290843,U05344,SW065,Gi1/0/39,30
D010516,phone,iOS,a6:09:18:fb:b4:1c,PHN-396224,U08918,SW041,Gi1/0/44,50
D010517,phone,iOS,8a:49:a4:ae:1c:dc,PHN-482744,U02262,SW036,Gi1/0/8,40
D010518,phone,iOS,8e:3f:2b:3c:e1:6a,PHN-941727,U05918,SW049,Gi1/0/23,10
D010519,phone,iOS,36:7d:87:24:7f:a7,PHN-902564,U08526,SW018,Gi1/0/11,20
D010520,phone,iOS,82:f2:03:c7:8b:fc,PHN-849695,U05238,SW095,Gi1/0/20,50
D010521,phone,iOS,8e:60:f8:b0:6a:07,PHN-463555,U02862,SW019,Gi1/0/19,30
D010522,phone,iOS,e6:54:01:c7:18:9a,PHN-555657,U06291,SW049,Gi1/0/35,10
D010523,phone,iOS,62:c8:cd:62:3e:e2,PHN-554576,U05897,SW079,Gi1/0/30,40
D010524,phone,iOS,0a:e9:c8:4d:e5:9a,PHN-514668,U09272,SW021,Gi1/0/36,50
D010525,phone,iOS,06:8c:31:21:15:86,PHN-278196,U08905,SW100,Gi1/0/34,60
D010526,phone,iOS,c2:18:a5:d9:8f:c8,PHN-326038,U01946,SW055,Gi1/0/18,50
D010527,phone,iOS,a2:2c:4d:ba:8f:7b,PHN-622234,U00868,SW015,Gi1/0/31,60
D010528,phone,iOS,d6:ba:c6:79:48:55,PHN-286778,U06224,SW002,Gi1/0/23,20
D010529,phone,iOS,e2:2c:5a:ac:53:1b,PHN-168057,U00220,SW031,Gi1/0/26,50
D010530,phone,iOS,6a:45:f3:ff:58:a3,PHN-303103,U02414,SW028,Gi1/0/11,20
D010531,phone,iOS,92:29:1e:54:af:e8,PHN-919396,U05352,SW006,Gi1/0/14,60
D010532,phone,iOS,d6:1f:3d:18:06:d5,PHN-947526,U06084,SW063,Gi1/0/6,20
D010533,phone,iOS,86:25:65:d0:01:e1,PHN-149538,U06228,SW053,Gi1/0/8,50
D010534,phone,iOS,9e:c8:f0:74:99:a2,PHN-339933,U04815,SW008,Gi1/0/17,50
D010535,phone,iOS,06:f3:93:a3:ce:40,PHN-823501,U08168,SW086,Gi1/0/9,40
D010536,phone,iOS,7e:c5:bc:20:42:90,PHN-501727,U04060,SW045,Gi1/0/24,30
D010537,phone,iOS,a2:70:47:e0:07:27,PHN-290893,U01876,SW062,Gi1/0/35,30
D010538,phone,iOS,2a:c4:e6:6d:dc:8a,PHN-713762,U08233,SW062,Gi1/0/8,30
D010539,phone,iOS,26:b1:45:96:4e:6e,PHN-687731,U07057,SW087,Gi1/0/11,10
D010540,phone,iOS,f6:f4:f5:08:3a:81,PHN-680936,U09823,SW023,Gi1/0/8,40
D010541,phone,iOS,26:9f:f4:1b:4c:3c,PHN-446993,U04467,SW006,Gi1/0/39,40
D010542,phone,iOS,e2:d7:23:a0:08:01,PHN-793868,U01444,SW021,Gi1/0/6,50
D010543,phone,iOS,06:9e:3b:3f:48:2f,PHN-317351,U06597,SW072,Gi1/0/45,10
D010544,phone,iOS,76:54:83:2f:9e:06,PHN-441229,U03411,SW070,Gi1/0/43,40
D010545,phone,iOS,b6:d3:6f:37:c4:da,PHN-910402,U05043,SW031,Gi1/0/19,20
D010546,phone,iOS,12:2d:b1:60:b9:8d,PHN-399182,U04068,SW098,Gi1/0/34,50
D010547,phone,iOS,0a:71:65:e1:68:70,PHN-209081,U02074,SW073,Gi1/0/9,30
D010548,phone,iOS,c2:47:26:52:12:64,PHN-552367,U03540,SW031,Gi1/0/7,60
D010549,phone,iOS,c2:c9:29:b0:8a:2a,PHN-707976,U01327,SW099,Gi1/0/32,10
D010550,phone,iOS,9e:ac:82:0c:01:f2,PHN-671252,U02656,SW020,Gi1/0/32,20
D010551,phone,iOS,12:3b:c5:85:dc:fd,PHN-331871,U00692,SW005,Gi1/0/15,50
D010552,phone,iOS,ee:c4:ae:17:6d:d8,PHN-995140,U07315,SW099,Gi1/0/24,20
D010553,phone,iOS,16:a0:95:6b:ed:c7,PHN-765819,U00204,SW042,Gi1/0/26,20
D010554,phone,iOS,2e:d6:a7:eb:49:fc,PHN-628664,U04051,SW086,Gi1/0/28,40
D010555,phone,iOS,da:29:98:1e:76:35,PHN-766772,U01289,SW088,Gi1/0/14,40
D010556,phone,iOS,6e:c5:6c:25:8c:9f,PHN-790967,U07914,SW095,Gi1/0/40,10
D010557,phone,iOS,76:ef:95:cf:a4:b3,PHN-617898,U04428,SW079,Gi1/0/29,20
D010558,phone,iOS,9a:8c:fa:6e:6a:34,PHN-932064,U05155,SW006,Gi1/0/23,40
D010559,phone,iOS,f6:20:ca:6d:b5:a4,PHN-357768,U01901,SW056,Gi1/0/25,10
D010560,phone,iOS,da:af:9d:b6:84:e5,PHN-103005,U06101,SW095,Gi1/0/14,60
D010561,phone,iOS,e6:28:15:12:c5:2d,PHN-627535,U07481,SW080,Gi1/0/17,30
D010562,phone,iOS,0e:30:db:3c:3d:3c,PHN-328607,U02365,SW087,Gi1/0/38,30
D010563,phone,iOS,4a:ce:65:97:72:44,PHN-841438,U03605,SW081,Gi1/0/7,40
D010564,phone,iOS,36:04:59:fd:cc:f3,PHN-102923,U07008,SW030,Gi1/0/8,20
D010565,phone,iOS,1a:5b:8a:b4:d0:90,PHN-807391,U09831,SW081,Gi1/0/9,40
D010566,phone,iOS,be:e7:49:bb:5c:05,PHN-913084,U06843,SW064,Gi1/0/45,60
D010567,phone,iOS,66:9f:49:46:cc:3f,PHN-934380,U06289,SW061,Gi1/0/39,60
D010568,phone,iOS,fe:72:f4:cf:49:c5,PHN-448691,U04486,SW017,Gi1/0/46,30
D010569,phone,iOS,be:2b:1c:a6:d0:9e,PHN-835598,U04798,SW011,Gi1/0/16,60
D010570,phone,iOS,fe:6a:50:30:14:4e,PHN-622034,U02044,SW041,Gi1/0/17,10
D010571,phone,iOS,26:54:a6:54:54:17,PHN-120294,U06336,SW024,Gi1/0/14,60
D010572,phone,iOS,06:5e:89:3e:86:b0,PHN-535014,U07956,SW063,Gi1/0/38,30
D010573,phone,iOS,36:ab:3f:de:37:09,PHN-745199,U05854,SW032,Gi1/0/37,20
D010574,phone,iOS,fa:79:4e:01:c3:e6,PHN-777987,U06824,SW011,Gi1/0/45,10
D010575,phone,iOS,96:55:ca:4c:5a:c4,PHN-441093,U07727,SW005,Gi1/0/14,40
D010576,phone,iOS,d2:db:e3:10:3b:00,PHN-431372,U07025,SW098,Gi1/0/45,10
D010577,phone,iOS,f2:b3:fb:bf:49:c7,PHN-682248,U05935,SW011,Gi1/0/46,50
D010578,phone,iOS,16:f3:e4:29:0c:47,PHN-110985,U09766,SW095,Gi1/0/6,10
D010579,phone,iOS,82:00:83:ae:71:0a,PHN-865882,U09857,SW057,Gi1/0/17,40
D010580,phone,iOS,1e:13:36:de:f0:d9,PHN-423008,U06335,SW090,Gi1/0/9,30
D010581,phone,iOS,ea:23:1b:7d:88:14,PHN-625625,U04377,SW093,Gi1/0/48,60
D010582,phone,iOS,ba:6c:47:04:a5:ec,PHN-523315,U09185,SW013,Gi1/0/24,30
D010583,phone,iOS,2e:b3:f1:ec:db:03,PHN-459801,U05858,SW056,Gi1/0/1,20
D010584,phone,iOS,2e:39:87:47:ad:f5,PHN-464900,U02101,SW070,Gi1/0/27,50
D010585,phone,iOS,5e:07:a5:35:d6:22,PHN-799386,U08725,SW065,Gi1/0/9,60
D010586,phone,iOS,ea:cf:5c:10:97:c7,PHN-345712,U02516,SW092,Gi1/0/17,40
D010587,phone,iOS,4e:b9:fd:80:ac:89,PHN-955370,U09633,SW017,Gi1/0/28,50
D010588,phone,iOS,8e:97:5f:0d:e6:64,PHN-186876,U08061,SW014,Gi1/0/4,60
D010589,phone,iOS,5a:32:80:67:fc:7e,PHN-477798,U00307,SW086,Gi1/0/44,30
D010590,phone,iOS,da:83:8b:f5:d7:dc,PHN-125276,U02836,SW066,Gi1/0/21,60
D010591,phone,iOS,fe:58:a0:7b:81:92,PHN-454989,U00408,SW094,Gi1/0/32,50
D010592,phone,iOS,22:95:d0:b4:1d:b5,PHN-919924,U03020,SW020,Gi1/0/14,20
D010593,phone,iOS,7a:a7:96:eb:15:c5,PHN-604532,U02594,SW007,Gi1/0/37,30
D010594,phone,iOS,4a:dc:32:18:3f:5e,PHN-159348,U01159,SW073,Gi1/0/22,10
D010595,phone,iOS,5e:4f:11:dd:9e:ee,PHN-713544,U03025,SW079,Gi1/0/25,50
D010596,phone,iOS,ae:71:4f:4c:0c:18,PHN-457318,U00157,SW066,Gi1/0/14,50
D010597,phone,iOS,0e:8e:05:13:88:2c,PHN-210349,U02390,SW006,Gi1/0/9,10
D010598,phone,iOS,92:34:db:e4:20:5e,PHN-170484,U00878,SW090,Gi1/0/21,10
D010599,phone,iOS,4a:7f:70:66:25:c1,PHN-495782,U09757,SW025,Gi1/0/16,40
D010600,phone,iOS,02:2e:9d:cf:9c:2d,PHN-200002,U01491,SW048,Gi1/0/29,30
D010601,phone,iOS,5a:af:67:08:b2:02,PHN-685050,U07060,SW004,Gi1/0/29,10
D010602,phone,iOS,5e:e9:bd:9c:79:41,PHN-682716,U02348,SW079,Gi1/0/18,10
D010603,phone,iOS,7a:13:27:a6:19:b5,PHN-892413,U05546,SW084,Gi1/0/7,60
D010604,phone,iOS,9a:7d:6a:2f:3e:5c,PHN-931499,U09576,SW019,Gi1/0/11,30
D010605,phone,iOS,8e:d6:52:3f:64:75,PHN-939676,U02634,SW009,Gi1/0/13,50
D010606,phone,iOS,6e:10:1a:3b:ed:1b,PHN-413389,U05044,SW066,Gi1/0/20,30
D010607,phone,iOS,26:12:5d:ad:14:bc,PHN-329215,U09654,SW057,Gi1/0/37,60
D010608,phone,iOS,96:73:79:22:cb:f7,PHN-771067,U03687,SW091,Gi1/0/13,60
D010609,phone,iOS,6e:52:d9:25:91:42,PHN-482069,U09828,SW030,Gi1/0/36,60
D010610,phone,iOS,26:ee:b3:a6:03:16,PHN-802453,U02770,SW075,Gi1/0/4,40
D010611,phone,iOS,ea:0f:9a:bb:ce:87,PHN-844613,U01676,SW087,Gi1/0/32,10
D010612,phone,iOS,ce:f5:af:9d:69:27,PHN-676338,U01400,SW091,Gi1/0/31,30
D010613,phone,iOS,2e:45:d8:79:3f:a2,PHN-524182,U02658,SW009,Gi1/0/39,10
D010614,phone,iOS,9a:eb:28:53:65:cd,PHN-881852,U03523,SW065,Gi1/0/31,40
D010615,phone,iOS,de:b7:e3:37:07:81,PHN-557630,U01202,SW035,Gi1/0/16,30
D010616,phone,iOS,ba:2b:48:65:73:56,PHN-268018,U09724,SW057,Gi1/0/16,40
D010617,phone,iOS,16:22:28:76:6d:4c,PHN-199229,U03132,SW070,Gi1/0/39,60
D010618,phone,iOS,42:4b:dc:4c:05:17,PHN-167618,U06860,SW094,Gi1/0/47,20
D010619,phone,iOS,ae:5d:6f:7f:f6:c5,PHN-194843,U01163,SW046,Gi1/0/25,60
D010620,phone,iOS,6a:69:16:23:35:4e,PHN-510451,U08048,SW032,Gi1/0/38,50
D010621,phone,iOS,82:ef:8e:d3:a0:83,PHN-630949,U05421,SW019,Gi1/0/48,30
D010622,phone,iOS,3a:4a:ca:1b:8b:e4,PHN-580612,U01184,SW078,Gi1/0/44,30
D010623,phone,iOS,56:a5:dd:02:65:95,PHN-428797,U01879,SW035,Gi1/0/2,30
D010624,phone,iOS,de:84:dd:c2:40:f3,PHN-434819,U05949,SW073,Gi1/0/23,40
D010625,phone,iOS,ea:a8:51:49:6b:cf,PHN-570704,U06501,SW027,Gi1/0/29,50
D010626,phone,iOS,b6:a7:26:a3:c4:bb,PHN-929708,U01099,SW084,Gi1/0/26,10
D010627,phone,iOS,96:4d:a5:57:80:cf,PHN-752975,U09954,SW070,Gi1/0/29,60
D010628,phone,iOS,92:a3:7e:94:fe:a6,PHN-211076,U03445,SW049,Gi1/0/34,10
D010629,phone,iOS,9a:26:71:78:ee:dc,PHN-347639,U08288,SW100,Gi1/0/11,10
D010630,phone,iOS,66:60:ba:6c:b1:79,PHN-939664,U05177,SW049,Gi1/0/29,40
D010631,phone,iOS,72:c1:21:26:21:49,PHN-876969,U08126,SW056,Gi1/0/33,10
D010632,phone,iOS,42:7e:07:e8:3d:53,PHN-480251,U01843,SW005,Gi1/0/33,50
D010633,phone,iOS,da:94:d8:56:56:23,PHN-330409,U05743,SW066,Gi1/0/29,20
D010634,phone,iOS,e2:3e:04:45:db:84,PHN-849964,U06389,SW095,Gi1/0/21,20
D010635,phone,iOS,02:8f:f0:01:70:0e,PHN-847581,U08748,SW061,Gi1/0/18,40
D010636,phone,iOS,b2:0e:50:c3:75:35,PHN-440057,U03598,SW038,Gi1/0/7,60
D010637,phone,iOS,32:91:f7:91:1f:65,PHN-182406,U09630,SW066,Gi1/0/37,20
D010638,phone,iOS,c6:41:df:43:07:7f,PHN-557204,U06532,SW057,Gi1/0/39,60
D010639,phone,iOS,c6:c2:df:25:97:fe,PHN-656423,U05242,SW020,Gi1/0/48,40
D010640,phone,iOS,aa:6b:4d:bc:1c:74,PHN-719325,U05123,SW019,Gi1/0/19,40
D010641,phone,iOS,e2:3f:f1:52:eb:48,PHN-916216,U05079,SW092,Gi1/0/11,60
D010642,phone,iOS,b6:0c:15:ff:2c:9f,PHN-526434,U04417,SW064,Gi1/0/30,40
D010643,phone,iOS,7a:83:20:34:55:57,PHN-919873,U05461,SW091,Gi1/0/29,50
D010644,phone,iOS,26:7c:ce:b7:9d:b5,PHN-886638,U06963,SW035,Gi1/0/18,40
D010645,phone,iOS,26:a0:d0:19:c4:4c,PHN-139747,U08154,SW097,Gi1/0/17,30
D010646,phone,iOS,be:ad:a1:21:dc:5f,PHN-583341,U09567,SW061,Gi1/0/24,20
D010647,phone,iOS,52:2b:e9:80:7b:db,PHN-233178,U03541,SW090,Gi1/0/21,20
D010648,phone,iOS,96:13:83:f1:d4:7f,PHN-116315,U02395,SW076,Gi1/0/31,10
D010649,phone,iOS,26:3f:11:61:9d:5d,PHN-135661,U04249,SW095,Gi1/0/35,20
D010650,phone,iOS,9e:2d:dc:ab:67:88,PHN-818732,U04536,SW063,Gi1/0/28,50
D010651,phone,iOS,76:ce:93:a6:60:79,PHN-877957,U09378,SW080,Gi1/0/33,20
D010652,phone,iOS,1a:64:b2:c9:64:a2,PHN-544752,U05272,SW005,Gi1/0/7,30
D010653,phone,iOS,a6:10:75:57:7c:5a,PHN-985421,U04947,SW055,Gi1/0/16,30
D010654,phone,iOS,9a:d4:66:66:f9:47,PHN-706057,U07652,SW083,Gi1/0/12,60
D010655,phone,iOS,7a:e1:61:cc:c0:d7,PHN-141937,U06788,SW084,Gi1/0/39,40
D010656,phone,iOS,ba:61:b6:00:da:8e,PHN-391160,U02662,SW057,Gi1/0/9,30
D010657,phone,iOS,92:58:be:11:28:56,PHN-694960,U07579,SW096,Gi1/0/42,60
D010658,phone,iOS,0a:13:9c:47:70:fe,PHN-729023,U06781,SW024,Gi1/0/28,10
D010659,phone,iOS,ca:48:fa:01:a7:b4,PHN-741932,U04079,SW082,Gi1/0/9,10
D010660,phone,iOS,2a:8e:cb:86:0e:75,PHN-750101,U02453,SW032,Gi1/0/19,10
D010661,phone,iOS,fa:69:dc:a2:fe:94,PHN-659084,U01488,SW025,Gi1/0/3,10
D010662,phone,iOS,f6:00:48:4e:e2:2e,PHN-998692,U05153,SW083,Gi1/0/12,10
D010663,phone,iOS,7a:1e:bc:56:24:41,PHN-637341,U07134,SW083,Gi1/0/29,50
D010664,phone,iOS,66:ec:2c:e1:86:59,PHN-428318,U03337,SW095,Gi1/0/3,50
D010665,phone,iOS,52:ce:37:92:ea:bb,PHN-269407,U03847,SW042,Gi1/0/26,10
D010666,phone,iOS,c2:92:24:69:14:6a,PHN-297675,U09172,SW084,Gi1/0/37,10
D010667,phone,iOS,32:e9:3f:d4:c9:31,PHN-489951,U01065,SW080,Gi1/0/12,60
D010668,phone,iOS,96:b6:65:94:af:71,PHN-533676,U04953,SW091,Gi1/0/3,50
D010669,phone,iOS,36:e8:e9:4d:f3:0b,PHN-189076,U00504,SW032,Gi1/0/30,50
D010670,phone,iOS,1e:47:b4:9c:44:ef,PHN-722618,U05531,SW049,Gi1/0/19,50
D010671,phone,iOS,06:68:3a:20:a3:2b,PHN-455580,U00884,SW074,Gi1/0/20,30
D010672,phone,iOS,5a:2b:56:a3:07:43,PHN-533537,U02349,SW041,Gi1/0/22,20
D010673,phone,iOS,fa:ba:46:d5:99:77,PHN-718436,U07594,SW100,Gi1/0/29,20
