device_id,mac,ip,vlan,switch_id,interface,lease_start,lease_end,assignment_type
D011754,fe:d1:33:fe:ce:87,10.1.50.226,50,SW087,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011755,0e:7b:45:bf:e6:0c,10.7.20.68,20,SW049,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011756,c2:b1:2a:ba:90:18,10.8.30.191,30,SW015,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011757,b6:6d:5b:c1:85:76,10.9.60.199,60,SW048,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011758,ae:c8:44:b8:85:0c,10.7.20.99,20,SW049,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011759,62:41:d5:39:25:4f,10.5.20.223,20,SW020,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011760,ae:c0:da:40:65:5c,10.9.50.185,50,SW090,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011761,36:5c:c8:1c:cb:04,10.9.50.111,50,SW006,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011762,c2:da:43:30:4f:86,10.8.30.86,30,SW015,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011763,a2:ac:e9:64:40:6b,10.6.20.39,20,SW011,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011764,2e:8e:d5:77:55:66,10.5.10.127,10,SW005,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011765,86:5c:86:20:6f:b6,10.5.60.31,60,SW030,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011766,d2:8f:6c:91:c8:f6,10.10.40.34,40,SW024,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011767,ba:eb:a0:f3:42:0b,10.2.30.171,30,SW083,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011768,56:a3:1f:e7:9e:29,10.8.20.78,20,SW025,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011769,1e:f3:50:39:d3:04,10.10.10.146,10,SW024,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011770,c2:50:55:a1:07:0d,10.7.20.131,20,SW040,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011771,02:01:d8:23:66:ef,10.1.50.146,50,SW010,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011772,66:c6:03:c0:d7:6d,10.3.30.27,30,SW078,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011773,3e:76:60:d7:65:50,10.9.60.144,60,SW084,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011774,ca:0f:2e:88:33:17,10.9.40.186,40,SW006,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011775,de:66:95:b0:60:fa,10.5.40.202,40,SW065,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011776,e6:41:3d:2b:da:39,10.8.50.109,50,SW059,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011777,72:e0:72:a4:7e:2d,10.7.20.119,20,SW099,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011778,c6:e9:e7:15:42:6b,10.5.30.137,30,SW076,Gi1/0/22,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011779,72:d6:38:c3:a5:e2,10.9.60.163,60,SW093,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011780,ae:57:24:c7:cf:d6,10.2.40.120,40,SW083,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011781,e2:d6:a8:6c:4f:d5,10.4.20.165,20,SW063,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011782,d6:26:8a:a3:5b:81,10.7.40.180,40,SW098,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011783,0e:20:e0:4a:25:0c,10.10.40.186,40,SW064,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011784,46:2f:f0:28:10:2f,10.8.60.162,60,SW086,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011785,1e:1c:58:63:a7:78,10.8.50.241,50,SW043,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011786,82:02:7c:14:e0:11,10.6.10.179,10,SW011,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011787,72:2b:ed:96:ca:dc,10.1.40.239,40,SW069,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011788,8e:01:9a:46:ad:c5,10.2.40.65,40,SW018,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011789,2a:45:a6:f9:0c:8b,10.8.50.166,50,SW050,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011790,0a:2f:51:e3:07:0e,10.7.10.160,10,SW075,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011791,3e:ce:e2:35:08:5e,10.9.20.96,20,SW090,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011792,22:0b:80:5b:ea:44,10.5.20.135,20,SW020,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011793,4e:8c:d4:e3:eb:0a,10.9.20.108,20,SW092,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011794,de:d1:63:8c:dd:f9,10.10.50.27,50,SW024,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011795,06:83:ca:cf:31:6f,10.10.30.101,30,SW081,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011796,32:d8:d4:a1:98:97,10.1.30.23,30,SW087,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011797,16:94:b9:23:32:fa,10.1.40.221,40,SW069,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011798,ce:c4:f6:58:b8:a3,10.1.10.149,10,SW045,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011799,06:0f:4a:f6:46:a5,10.10.20.153,20,SW061,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011800,6a:b2:a7:e0:a8:8b,10.3.40.150,40,SW039,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011801,8a:ac:8b:c5:66:60,10.6.20.98,20,SW011,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011802,f6:a7:ee:48:e6:1c,10.10.30.195,30,SW046,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011803,4a:e8:83:9c:f8:5e,10.5.20.107,20,SW004,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011804,0a:64:26:64:a9:29,10.8.60.193,60,SW025,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011805,ba:49:ae:46:30:c9,10.2.60.124,60,SW100,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011806,ae:d5:84:5c:8e:a7,10.1.60.119,60,SW010,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011807,12:07:e0:0e:d7:44,10.1.30.75,30,SW007,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011808,f6:57:67:4c:82:af,10.7.20.112,20,SW099,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011809,ba:32:42:82:12:8e,10.5.40.67,40,SW076,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011810,ae:c6:8c:34:5e:a0,10.5.50.103,50,SW030,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011811,5a:7e:80:09:74:c3,10.6.50.96,50,SW011,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011812,a6:dd:ec:95:07:92,10.8.40.236,40,SW050,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011813,9e:34:c1:eb:ee:22,10.3.40.102,40,SW096,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011814,66:38:33:cc:85:b1,10.1.40.175,40,SW007,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011815,0e:a9:83:07:d7:42,10.2.30.91,30,SW100,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011816,0a:28:62:c6:02:e2,10.8.10.93,10,SW014,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011817,ee:12:90:e3:94:0f,10.7.30.97,30,SW098,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011818,4a:f4:f3:21:5b:34,10.6.60.178,60,SW011,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011819,62:8e:5c:e4:71:bf,10.5.60.58,60,SW027,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011820,9e:0d:b5:13:90:66,10.1.40.139,40,SW007,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011821,8e:00:f1:6f:1c:4a,10.8.60.131,60,SW043,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011822,e2:ca:ba:73:44:af,10.1.60.148,60,SW069,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011823,6e:64:ed:5b:ea:bd,10.8.40.32,40,SW014,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011824,3e:26:20:4f:81:5d,10.5.50.229,50,SW004,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011825,5a:3b:a3:4c:fc:fb,10.8.20.74,20,SW013,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011826,8a:ab:ea:ce:7e:14,10.1.30.155,30,SW045,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011827,da:68:46:69:5d:c6,10.4.30.88,30,SW053,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011828,42:9e:87:47:79:a5,10.5.60.227,60,SW070,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011829,c2:12:4f:b5:9c:c6,10.3.30.243,30,SW096,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011830,46:49:c9:30:0a:85,10.9.20.137,20,SW037,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011831,5e:8f:36:19:24:4d,10.10.30.222,30,SW061,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011832,c6:71:63:46:67:fb,10.8.60.193,60,SW015,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011833,72:fa:02:d9:3d:31,10.9.40.241,40,SW035,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011834,62:9f:e0:c1:4f:6b,10.6.10.136,10,SW021,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011835,6e:b1:99:e6:a5:d0,10.9.10.163,10,SW019,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011836,16:71:2f:00:6d:c3,10.8.30.145,30,SW015,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011837,32:c6:cb:93:bf:0d,10.9.50.182,50,SW006,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011838,7a:05:d1:79:2f:b4,10.5.60.113,60,SW030,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011839,b2:4d:b4:e4:59:79,10.1.10.109,10,SW007,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011840,ea:c6:c9:b0:5f:9d,10.1.10.167,10,SW036,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011841,6e:2d:73:0a:ad:de,10.1.20.225,20,SW007,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011842,f2:05:bc:65:e5:d9,10.3.60.26,60,SW039,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011843,86:e1:95:79:0f:d4,10.2.30.236,30,SW083,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011844,8a:73:e5:6f:14:a4,10.6.10.173,10,SW021,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011845,0e:42:e7:e7:50:d8,10.3.40.15,40,SW009,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011846,ce:6f:d1:c9:4d:89,10.2.40.135,40,SW023,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011847,e6:1f:09:8f:c9:32,10.8.10.230,10,SW042,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011848,d2:79:e1:b6:14:a8,10.4.40.183,40,SW066,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011849,9e:d8:04:32:60:85,10.5.50.143,50,SW065,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011850,86:5f:d6:f9:37:78,10.5.10.12,10,SW004,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011851,06:e9:f6:84:6c:a3,10.9.10.116,10,SW095,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011852,32:7e:94:dc:20:6b,10.8.60.79,60,SW043,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011853,6e:87:fc:e4:0a:d8,10.3.30.208,30,SW032,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011854,fe:cc:59:14:18:e3,10.9.10.146,10,SW095,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011855,3e:f1:3f:98:ed:ab,10.2.10.73,10,SW018,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011856,86:7c:a9:dc:4f:6e,10.6.60.121,60,SW079,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011857,12:e5:18:de:fa:4f,10.7.60.173,60,SW099,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011858,72:aa:eb:59:b9:da,10.6.60.36,60,SW034,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011859,b2:0d:97:d9:3c:5d,10.8.50.127,50,SW042,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011860,ca:f2:16:d3:97:8b,10.1.50.22,50,SW056,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011861,e6:08:92:5c:66:b9,10.8.60.53,60,SW086,Gi1/0/1,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011862,9a:e8:3f:95:54:36,10.7.60.106,60,SW099,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011863,d2:68:af:52:07:09,10.8.10.152,10,SW059,Gi1/0/22,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011864,a6:f1:e3:cd:c6:b6,10.7.40.109,40,SW075,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011865,26:79:b9:95:ca:2a,10.4.50.233,50,SW088,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011866,c6:87:59:df:76:77,10.8.60.101,60,SW062,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011867,2e:35:77:e5:99:54,10.10.10.161,10,SW081,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011868,56:69:be:7f:bb:7a,10.6.50.235,50,SW057,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011869,ee:4f:b2:15:fd:d7,10.1.40.167,40,SW056,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011870,56:1d:e7:88:3f:34,10.9.50.59,50,SW092,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011871,12:dd:b3:4c:27:29,10.9.60.12,60,SW037,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011872,a6:4a:99:39:b6:aa,10.9.60.181,60,SW019,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011873,fa:1a:23:8d:a1:9e,10.7.20.59,20,SW075,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011874,12:01:a9:37:47:84,10.10.30.53,30,SW061,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011875,5e:95:06:15:38:4b,10.6.30.210,30,SW057,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011876,fa:8a:84:08:d6:0c,10.1.30.20,30,SW036,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011877,16:fb:92:13:a8:83,10.7.30.85,30,SW075,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011878,7e:d3:01:7f:80:02,10.10.60.159,60,SW046,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011879,0e:d1:f4:f8:9c:20,10.1.60.229,60,SW069,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011880,92:76:a2:2c:81:d3,10.9.50.212,50,SW006,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011881,3a:12:88:31:99:8a,10.9.40.167,40,SW095,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011882,82:77:37:26:45:e4,10.5.10.89,10,SW082,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011883,9e:86:bc:13:43:49,10.7.30.65,30,SW049,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011884,52:6e:6d:4c:72:1f,10.2.20.140,20,SW018,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011885,62:2b:1c:5a:21:55,10.7.10.155,10,SW099,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011886,7e:f8:52:f2:43:8b,10.8.40.161,40,SW059,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011887,62:8e:79:55:0b:0d,10.10.40.246,40,SW046,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011888,ee:a0:5b:12:17:48,10.4.10.170,10,SW094,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011889,26:d0:fb:14:ed:57,10.9.30.49,30,SW093,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011890,b2:90:f9:56:c8:bd,10.8.40.154,40,SW025,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011891,36:6b:c3:2d:7a:5e,10.5.30.206,30,SW070,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011892,3a:23:e0:45:0e:99,10.6.20.225,20,SW034,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011893,3a:e9:00:63:06:a6,10.9.10.100,10,SW006,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011894,82:ef:25:ad:5b:5b,10.7.20.53,20,SW040,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011895,72:1d:6f:64:5d:97,10.10.60.101,60,SW024,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011896,b6:91:ca:f4:5d:fa,10.1.60.187,60,SW056,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011897,b6:f4:80:b0:a7:23,10.8.50.56,50,SW043,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011898,8e:aa:e0:6f:02:cd,10.2.20.237,20,SW023,Gi1/0/1,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011899,ca:0b:e0:d0:70:02,10.1.10.207,10,SW045,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011900,f2:86:f1:3b:58:49,10.3.60.93,60,SW078,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011901,ea:c1:c7:27:ce:5e,10.10.30.116,30,SW064,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011902,36:91:07:07:2a:b2,10.5.40.196,40,SW065,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011903,e6:f3:c6:5d:e2:9a,10.8.60.157,60,SW013,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011904,92:7a:e7:66:05:72,10.1.60.157,60,SW010,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011905,9a:55:c4:96:ef:58,10.5.40.52,40,SW065,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011906,9a:d1:ad:cf:96:71,10.8.50.76,50,SW050,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011907,9a:4d:ef:84:32:3e,10.5.40.55,40,SW065,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011908,92:6a:95:fa:45:4d,10.1.30.107,30,SW036,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011909,be:41:8c:b3:13:1e,10.6.20.154,20,SW011,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011910,e6:9d:c4:fa:2b:86,10.1.10.220,10,SW036,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011911,9e:c8:75:4b:33:fa,10.4.60.244,60,SW066,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011912,26:de:34:d4:02:ce,10.7.60.125,60,SW099,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011913,aa:79:52:be:f0:66,10.8.30.110,30,SW059,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011914,c6:d0:56:92:ef:79,10.7.50.80,50,SW040,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011915,d2:95:c4:a0:40:5b,10.9.10.215,10,SW037,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011916,d6:36:66:98:71:c8,10.5.10.249,10,SW004,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011917,36:c5:7f:04:ef:11,10.9.60.106,60,SW019,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011918,2e:82:68:15:95:34,10.1.60.82,60,SW036,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011919,c6:95:79:98:e7:4e,10.10.40.249,40,SW064,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011920,02:48:df:12:e0:f6,10.8.30.20,30,SW062,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011921,ae:aa:3c:1e:61:96,10.6.40.121,40,SW034,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011922,8a:d2:d7:8c:49:ab,10.5.10.57,10,SW055,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011923,8e:40:f4:fe:56:d4,10.2.20.152,20,SW023,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D011924,7a:53:ca:50:7d:b4,10.3.20.241,20,SW009,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
